Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/checkout,148,0,24000.0,22555.447948744168,249.32050006464124,44204.090459039435,55.189189189189186,0.8332091681097532,0.0,24000,30000,31000,32000,37000,41000,43000,44000,44000,44000,44000
GET,/products?search=[term],458,0,2200.0,2550.2300819353604,56.76887510344386,6760.752792004496,266960.6528384279,2.578444587799101,0.0,2200,2900,3300,3500,4600,6200,6500,6500,6800,6800,6800
GET,/recommendations/[userId],286,0,7300.0,7794.510130802254,2942.945749964565,12785.172041971236,2605.188811188811,1.610120419455334,0.0,7300,8600,9400,10000,11000,12000,12000,13000,13000,13000,13000
GET,/users/[id]/dashboard,1,0,174602.43570781313,174602.43570781313,174602.43570781313,174602.43570781313,28152.0,0.0056297916764172515,0.0,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000
,Aggregated,893,0,5000.0,7738.011206111747,56.76887510344386,174602.43570781313,137793.2620380739,5.027403967040605,0.0,5000,6800,8700,10000,20000,31000,37000,41000,175000,175000,175000
