Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/checkout,178,0,5500.0,5218.625254955226,10.477541014552116,10332.11520803161,55.78651685393258,0.9942811694789653,0.0,5500,6900,7500,7900,9100,9800,9900,10000,10000,10000,10000
GET,/products?search=[term],549,0,620.0,597.4032768173031,27.711499948054552,1223.672040970996,292626.2568306011,3.066631247437932,0.0,620,660,680,710,790,870,970,1100,1200,1200,1200
GET,/recommendations/[userId],368,0,4100.0,4130.725474531494,1539.6813750267029,7071.202583843842,2620.9510869565215,2.0555925301587594,0.0,4100,4400,4700,4800,5300,5700,6100,6500,7100,7100,7100
GET,/users/[id]/dashboard,207,0,76000.0,74750.49986609636,33723.94458390772,103045.02429207787,31047.193236714975,1.1562707982143023,0.0,76000,79000,81000,82000,86000,90000,94000,95000,103000,103000,103000
,Aggregated,1302,0,3300.0,14017.166007115418,10.477541014552116,103045.02429207787,129072.98310291859,7.272775745289959,0.0,3300,4400,5400,7200,72000,80000,85000,88000,98000,103000,103000
