Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/checkout,896,0,2300.0,2455.0584500385803,27.94954110868275,5400.5893329158425,55.441964285714285,4.991183958410431,0.0,2300,2500,2700,2800,3400,4100,4400,5200,5400,5400,5400
GET,/products?search=[term],2602,0,6600.0,6815.262336261107,1085.0102917756885,12952.219999860972,2314.968485780169,14.494487343508863,0.0,6600,7100,7500,7800,9000,10000,11000,12000,13000,13000,13000
GET,/recommendations/[userId],1720,0,17,2988.2565590796644,1.481291139498353,14572.283499874175,2604.6941860465117,9.581290634448596,0.0,17,4600,6700,7400,8700,9900,11000,12000,14000,15000,15000
GET,/users/[id]/dashboard,1750,0,2300.0,2481.6681986526987,41.741125052794814,5401.386792073026,48954.39942857143,9.748406168770373,0.0,2300,2500,2700,2800,3400,4100,5100,5300,5400,5400,5400
,Aggregated,6968,0,3400.0,4221.550746189018,1.481291139498353,14572.283499874175,13809.342278989667,38.81536810513826,0.0,3400,5900,6600,7000,8000,9300,11000,12000,13000,15000,15000
