Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/checkout,852,0,18,24.753322459739838,3.214834025129676,356.5066249575466,55.624413145539904,4.739059903775129,0.0,18,25,30,34,43,59,100,140,360,360,360
GET,/products?search=[term],2588,0,740.0,871.6494393369602,290.3521249536425,2671.4721671305597,2315.66228748068,14.395172571561071,0.0,740,950,1100,1200,1600,1900,2200,2300,2600,2700,2700
GET,/recommendations/[userId],1663,0,16,786.6634301427121,1.5314591582864523,4946.998833911493,2620.4798556825017,9.250066455373284,0.0,16,1100,1400,1700,2400,3000,3700,3900,4700,4900,4900
GET,/users/[id]/dashboard,1851,0,20,25.586436161125377,4.041957901790738,262.6488748937845,29421.97784981091,10.295774509257937,0.0,20,27,32,36,47,59,80,100,210,260,260
,Aggregated,6954,0,55,522.3612823412891,1.5314591582864523,4946.998833911493,9326.756542996836,38.68007343996742,0.0,55,610,830,1000,1500,2000,2600,3100,4000,4900,4900
