Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1769352688,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1769352689,10,,Aggregated,0.000000,0.000000,97,380,380,380,380,380,380,380,380,380,380,10,0,97,208.55185827240348,89.75658286362886,380.168916657567,3265.3
1769352690,20,,Aggregated,0.000000,0.000000,97,380,380,390,800,800,800,800,800,800,800,21,0,97,276.6980258082705,4.69316728413105,797.825749963522,2712.8571428571427
1769352691,30,,Aggregated,10.000000,0.000000,370,380,400,650,690,800,800,800,800,800,800,37,0,370.0,330.15596173149913,4.69316728413105,797.825749963522,2698.6486486486488
1769352692,40,,Aggregated,10.000000,0.000000,380,580,690,700,790,800,900,1000,1000,1000,1000,52,0,380.0,372.3500232445076,4.69316728413105,1040.444000158459,2828.826923076923
1769352693,50,,Aggregated,12.000000,0.000000,380,620,700,740,820,1100,1400,1400,1400,1400,1400,82,0,380.0,398.82420525863404,3.7073330022394657,1374.7739158570766,2735.5365853658536
1769352694,60,,Aggregated,12.500000,0.000000,380,500,690,730,820,1000,1200,1400,1400,1400,1400,108,0,380.0,392.28874572587233,3.7073330022394657,1374.7739158570766,2790.3611111111113
1769352695,70,,Aggregated,15.800000,0.000000,380,490,670,720,820,1000,1200,1400,1400,1400,1400,135,0,380.0,388.052062328077,3.6467919126152992,1374.7739158570766,2776.9407407407407
1769352696,80,,Aggregated,17.166667,0.000000,380,500,670,730,830,990,1100,1400,1400,1400,1400,168,0,380.0,385.61562075656616,3.6467919126152992,1374.7739158570766,2896.1190476190477
1769352697,90,,Aggregated,18.714286,0.000000,380,520,690,740,890,1000,1400,1400,1600,1600,1600,190,0,380.0,398.3409247483666,3.6467919126152992,1583.5660002194345,2952.1684210526314
1769352698,100,,Aggregated,20.500000,0.000000,380,580,720,770,1000,1400,1800,2000,2900,2900,2900,216,0,380.0,449.99491142462597,3.6467919126152992,2919.4660829380155,2957.912037037037
1769352699,110,,Aggregated,20.777778,0.000000,380,630,770,890,1500,2000,2400,2900,3300,3300,3300,259,0,380.0,533.9198566282809,3.6467919126152992,3296.3198330253363,2917.5637065637065
1769352700,120,,Aggregated,21.300000,0.000000,380,670,830,1000,1700,2200,2900,3300,3800,3800,3800,300,0,380.0,601.5589910730099,3.6467919126152992,3848.3459590934217,2972.9533333333334
1769352701,130,,Aggregated,24.400000,0.000000,380,690,900,1200,1900,2400,3100,3300,4800,4800,4800,339,0,380.0,647.4641671302594,3.6467919126152992,4780.190917197615,3019.2477876106195
1769352702,140,,Aggregated,27.400000,0.000000,390,720,1000,1400,2000,2500,3200,3800,5400,5400,5400,363,0,390.0,709.3045477185799,3.6467919126152992,5421.170207671821,3067.1873278236912
1769352703,150,,Aggregated,29.700000,0.000000,440,790,1100,1500,2200,2900,3400,4900,5800,5800,5800,396,0,440.0,792.6689935648212,3.6467919126152992,5767.122375313193,3085.6944444444443
1769352704,150,,Aggregated,31.200000,0.000000,520,900,1400,1700,2500,3300,4800,5300,6800,6800,6800,433,0,520.0,941.8757752941247,3.6467919126152992,6773.443500045687,3028.1293302540416
1769352705,150,,Aggregated,31.100000,0.000000,590,990,1600,1900,2900,3500,5000,5600,6800,6800,6800,462,0,590.0,1039.833699384285,3.6467919126152992,6773.443500045687,3015.426406926407
1769352706,150,,Aggregated,32.500000,0.000000,650,1000,1700,2000,3000,3600,5000,5600,6800,6800,6800,482,0,650.0,1096.6402945066204,3.6467919126152992,6773.443500045687,3013.9834024896268
1769352707,150,,Aggregated,32.800000,0.000000,750,1200,1800,2200,3200,4300,5200,5600,6800,6800,6800,517,0,750.0,1202.5769725865262,3.6467919126152992,6773.443500045687,3051.4003868471955
1769352708,150,,Aggregated,31.400000,0.000000,820,1400,2100,2500,3600,4800,5600,5900,6800,6800,6800,559,0,820.0,1354.2541246111496,3.6467919126152992,6773.443500045687,3062.871198568873
1769352709,150,,Aggregated,32.900000,0.000000,840,1500,2200,2700,4100,4800,5600,6000,6800,6800,6800,585,0,840.0,1426.9977128021737,2.4333340115845203,6773.443500045687,3044.6273504273504
1769352710,150,,Aggregated,33.600000,0.000000,870,1600,2300,2900,4100,4900,5600,5900,6800,6800,6800,609,0,870.0,1481.2621824559565,2.4333340115845203,6773.443500045687,3040.0131362889983
1769352711,150,,Aggregated,32.800000,0.000000,900,1700,2400,3000,4300,5000,5700,6000,6800,6800,6800,653,0,900.0,1542.3527669566606,2.4333340115845203,6773.443500045687,3035.1424196018374
1769352712,150,,Aggregated,31.200000,0.000000,920,1800,2700,3200,4400,5100,5900,6300,7200,7200,7200,679,0,920.0,1619.4565227496628,2.4333340115845203,7184.576834086329,3017.858615611193
1769352713,150,,Aggregated,31.400000,0.000000,920,1800,2700,3200,4500,5100,5900,6200,7200,7200,7200,703,0,920.0,1648.1554405412678,2.4333340115845203,7184.576834086329,3003.321479374111
1769352714,150,,Aggregated,31.200000,0.000000,990,1900,2900,3300,4500,5200,5900,6300,7200,7200,7200,733,0,990.0,1696.6475588815874,2.4333340115845203,7184.576834086329,2991.508867667121
