Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/checkout,151,0,4400.0,4625.340629117687,35.43541603721678,9946.083874907345,55.23841059602649,0.8440298748346844,0.0,4400,6300,7000,7600,8500,9100,9700,9900,9900,9900,9900
GET,/products?search=[term],517,0,570.0,535.5681284696469,12.8629170358181,1100.6565841380507,287615.4564796905,2.889824140990277,0.0,570,610,640,660,730,820,930,960,1100,1100,1100
GET,/recommendations/[userId],337,0,3600.0,2734.091757201156,2.2300828713923693,6252.816874999553,2631.011869436202,1.8836958133727726,0.0,3600,4000,4300,4500,4900,5300,5500,5900,6300,6300,6300
GET,/users/[id]/dashboard,178,0,83000.0,81959.62689859986,33423.02858317271,105793.74450002797,34646.1404494382,0.9949491239773101,0.0,84000,88000,90000,91000,94000,99000,102000,104000,106000,106000,106000
,Aggregated,1183,0,720.0,13935.348831397416,2.2300828713923693,105793.74450002797,131664.57819103973,6.612498953175044,0.0,720,3800,4700,6000,79000,88000,93000,97000,104000,106000,106000
