Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/checkout,132,0,5200.0,4948.784617416095,19.944582832977176,9960.095790913329,54.871212121212125,0.7369551616927353,0.0,5200,6200,7300,7500,8200,9100,9400,9700,10000,10000,10000
GET,/products?search=[term],403,0,590.0,538.055174030761,19.095957977697253,1033.6342500522733,297461.67741935485,2.249946440622518,0.0,590,630,650,670,730,800,860,940,1000,1000,1000
GET,/recommendations/[userId],274,0,3600.0,2869.2378640322722,2.5601249653846025,6641.452499898151,2636.2700729927005,1.5297402598773446,0.0,3600,4100,4300,4400,4700,5000,5500,5600,6600,6600,6600
GET,/users/[id]/dashboard,183,0,83000.0,82713.97552454889,30612.896916922182,107756.584207993,34931.338797814205,1.0216878378012921,0.0,83000,88000,90000,92000,96000,99000,103000,107000,108000,108000,108000
,Aggregated,992,0,1300.0,16928.33114956715,2.5601249653846025,107756.584207993,128023.25806451614,5.5383296999938905,0.0,1300,4200,5600,8000,82000,90000,96000,99000,108000,108000,108000
