Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/checkout,446,0,11000.0,10874.097803178465,8.655166020616889,24548.010957892984,55.224215246636774,2.4800177555448792,0.0,11000,13000,15000,16000,19000,20000,21000,23000,25000,25000,25000
GET,/products?search=[term],1324,0,4000.0,3910.7221303334645,472.80870797112584,7949.622875079513,2315.5407854984896,7.362205175653409,0.0,4000,4200,4400,4600,4900,5300,6900,7400,7800,7900,7900
GET,/recommendations/[userId],922,0,5600.0,5598.357089556786,1148.3916249126196,8894.39129200764,2620.5444685466377,5.126852848906679,0.0,5600,5900,6100,6300,6800,7100,7900,8200,8900,8900,8900
GET,/users/[id]/dashboard,875,0,4300.0,4281.275750383468,468.7914168462157,7597.082500113174,67724.016,4.865505686326838,0.0,4300,4500,4700,4800,5100,5400,6000,6800,7600,7600,7600
,Aggregated,3567,0,4500.0,5308.5072158497305,8.655166020616889,24548.010957892984,18156.731707317074,19.834581466431803,0.0,4500,5100,5600,5900,7300,13000,17000,19000,23000,25000,25000
