Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/checkout,409,0,10000.0,11146.756713726036,15.575167024508119,22349.311375059187,55.618581907090466,2.2753741971953385,0.0,10000,13000,16000,17000,19000,20000,21000,21000,22000,22000,22000
GET,/products?search=[term],1418,0,3900.0,3906.6449122860363,430.5659169331193,6424.384583020583,2314.438645980254,7.888705651889951,0.0,3900,4300,4500,4600,5000,5300,5500,5800,6400,6400,6400
GET,/recommendations/[userId],894,0,5700.0,5603.133898359928,1276.9616250880063,7762.6100410707295,2619.498881431767,4.973556313673918,0.0,5700,6000,6200,6300,6600,6800,7200,7500,7800,7800,7800
GET,/users/[id]/dashboard,840,0,4200.0,4233.884477023024,618.4520001988858,6078.549083089456,67209.19761904761,4.673140160498983,0.0,4200,4500,4700,4800,5000,5300,5600,5700,6100,6100,6100
,Aggregated,3561,0,4500.0,5241.311611167834,15.575167024508119,22349.311375059187,17439.533838809322,19.810776323258192,0.0,4500,5100,5500,5900,6800,12000,17000,20000,22000,22000,22000
